Original Output,Original Confidence,Perturbed Output,Perturbed Confidence,Label
389,0.9154504,389,0.35216036,389
577,0.9322362,526,0.9113634,577
327,0.86044884,329,0.32495514,327
138,0.9732808,51,0.1801527,138
91,0.9358178,91,0.82538384,91
982,0.9730243,431,0.11421828,982
10,0.97297543,10,0.1299435,10
472,0.9774131,641,0.11325997,472
304,0.83534724,305,0.5449398,304
968,0.9663726,968,0.96890044,968
451,0.99904424,794,0.4673949,451
327,0.9756659,48,0.13492922,327
580,0.99888784,407,0.14997107,580
975,0.99584585,914,0.086358346,975
625,0.9847936,455,0.39809138,625
18,0.9722945,18,0.4397993,18
664,0.9354684,498,0.45650062,664
968,0.9276822,850,0.57877517,968
426,0.9240106,426,0.7343216,426
653,0.9543461,497,0.057024844,653
465,0.93525666,817,0.415881,465
810,0.8261997,810,0.73460954,810
108,0.9746312,108,0.47634333,108
673,0.55725205,524,0.32166335,673
254,0.5702473,174,0.1178802,254
854,0.9608202,463,0.29059812,854
973,0.5404487,650,0.6183712,973
704,0.8592668,424,0.11679369,704
108,0.9356923,152,0.050849978,108
964,0.9426027,62,0.08685392,964
354,0.9287883,353,0.674171,354
606,0.8611868,614,0.32336348,606
760,0.86267716,733,0.27749297,760
983,0.42076153,637,0.7539206,983
484,0.81842774,653,0.17691654,484
734,0.99651587,683,0.07332664,734
561,0.98979247,561,0.33785847,561
484,0.94695675,484,0.4201565,484
561,0.6463696,421,0.42614642,561
566,0.97391164,449,0.9405419,566
719,0.95877916,719,0.4615671,719
306,0.68408704,303,0.8919819,306
484,0.9472565,874,0.5466115,484
973,0.44569343,826,0.2583546,973
771,0.9684921,631,0.49714294,771
571,0.980414,692,0.75817233,571
324,0.9548405,324,0.93673885,324
816,0.9764054,787,0.8223009,816
962,0.9966761,869,0.14465506,962
539,0.7563011,641,0.35357624,539
114,0.9943632,118,0.9080321,114
878,0.50751364,905,0.095624566,878
822,0.9474565,753,0.3115491,822
367,0.99625313,297,0.2609751,367
763,0.58613485,780,0.96529007,763
753,0.90894765,891,0.42344555,753
760,0.9551128,705,0.5018682,760
744,0.59328043,440,0.17751558,744
894,0.13841715,751,0.17159541,894
50,0.9534035,51,0.67802346,50
23,0.67134935,25,0.057814315,23
826,0.9470836,493,0.26168427,826
462,0.15364887,565,0.109495364,477
459,0.9883111,509,0.9103482,459
471,0.9998865,471,0.3807729,471
98,0.7045383,8,0.45599142,98
815,0.98819643,778,0.4054359,815
583,0.92528534,763,0.11133129,583
581,0.9507373,691,0.19735463,581
799,0.4733762,770,0.7567658,620
876,0.9095277,876,0.18661794,876
610,0.72760195,437,0.90957874,610
422,0.8615604,905,0.18037334,422
514,0.79046094,559,0.78267443,514
615,0.5305377,653,0.07341526,776
702,0.99971825,647,0.15967669,702
923,0.9338562,435,0.21924742,923
469,0.89910793,752,0.7779548,469
