Original Output,Original Confidence,Perturbed Output,Perturbed Confidence,Label
389,0.9154504,261,0.06292662,389
577,0.9322362,526,0.9273841,577
327,0.86044884,323,0.48960853,327
138,0.9732808,345,0.26024777,138
91,0.9358178,91,0.70229465,91
982,0.9730243,431,0.072287865,982
10,0.97297543,10,0.90259415,10
472,0.9774131,670,0.064128324,472
304,0.83534724,301,0.4749027,304
968,0.9663726,968,0.8393254,968
451,0.99904424,794,0.52935743,451
327,0.9756659,953,0.121721014,327
580,0.99888784,527,0.21195887,580
975,0.99584585,434,0.14488244,975
625,0.9847936,455,0.6050705,625
18,0.9722945,18,0.7080954,18
664,0.9354684,498,0.5035349,664
968,0.9276822,850,0.31797826,968
426,0.9240106,426,0.73709977,426
653,0.9543461,734,0.07743738,653
465,0.93525666,817,0.47949013,465
810,0.8261997,810,0.41047364,810
108,0.9746312,108,0.884165,108
673,0.55725205,560,0.3626249,673
254,0.5702473,174,0.14315195,254
854,0.9608202,854,0.12502141,854
973,0.5404487,650,0.19852632,973
704,0.8592668,707,0.1853241,704
108,0.9356923,34,0.049436167,108
964,0.9426027,942,0.6910213,964
354,0.9287883,353,0.7340383,354
606,0.8611868,592,0.1348968,606
760,0.86267716,733,0.16774352,760
983,0.42076153,637,0.6807454,983
484,0.81842774,501,0.38339072,484
734,0.99651587,725,0.079395145,734
561,0.98979247,616,0.06150568,561
484,0.94695675,699,0.22269228,484
561,0.6463696,684,0.37450472,561
566,0.97391164,535,0.4781297,566
719,0.95877916,719,0.31991193,719
306,0.68408704,303,0.9578333,306
484,0.9472565,874,0.8151343,484
973,0.44569343,63,0.42415288,973
771,0.9684921,631,0.109231,771
571,0.980414,692,0.71939766,571
324,0.9548405,324,0.8601477,324
816,0.9764054,787,0.90527105,816
962,0.9966761,118,0.07571026,962
539,0.7563011,641,0.42238167,539
114,0.9943632,118,0.27668196,114
878,0.50751364,905,0.104925096,878
822,0.9474565,753,0.311794,822
367,0.99625313,102,0.2960034,367
763,0.58613485,780,0.819731,763
753,0.90894765,891,0.53619444,753
760,0.9551128,705,0.18758756,760
744,0.59328043,440,0.7875975,744
894,0.13841715,841,0.33120635,894
50,0.9534035,51,0.6458589,50
23,0.67134935,25,0.35521474,23
826,0.9470836,493,0.5076794,826
462,0.15364887,690,0.26054743,477
459,0.9883111,509,0.83906806,459
471,0.9998865,471,0.62376493,471
98,0.7045383,8,0.8270206,98
815,0.98819643,815,0.2845008,815
583,0.92528534,763,0.053708524,583
581,0.9507373,691,0.32088608,581
799,0.4733762,799,0.5985212,620
876,0.9095277,972,0.40967616,876
610,0.72760195,657,0.46889755,610
422,0.8615604,546,0.11038102,422
514,0.79046094,559,0.68849856,514
615,0.5305377,615,0.46549922,776
702,0.99971825,702,0.9746422,702
923,0.9338562,923,0.16763438,923
469,0.89910793,752,0.89047164,469
95,0.8489005,96,0.95833653,95
979,0.73401284,978,0.6467643,979
142,0.8845876,136,0.82336974,142
228,0.8446691,165,0.9948553,228
566,0.30706584,881,0.052079353,566
556,0.95706886,556,0.3607717,556
966,0.84846514,114,0.23941523,966
991,0.5219847,110,0.037538692,991
859,0.80019224,449,0.9673793,859
518,0.9737578,537,0.14686252,518
815,0.9554382,815,0.5811378,815
761,0.5825841,761,0.22000633,761
778,0.9861253,606,0.09010058,778
985,0.89672214,490,0.06907405,985
855,0.7090082,493,0.23473434,855
932,0.8824644,930,0.20081174,932
608,0.97892463,608,0.075637676,608
870,0.9619102,870,0.6055163,870
657,0.39802316,408,0.8928248,657
898,0.98040366,571,0.17536713,898
960,0.52403957,869,0.15808707,960
960,0.97418606,960,0.532976,960
423,0.96350235,544,0.6654771,423
